"name,salary,sprocket_player_id,member_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Until"
"mceaton,11.0,341,346,Academy League,FP,NA,NONE,0,Not Eligible"
"McFlyy,17.0,342,347,Premier League,FP,NA,NONE,0,Not Eligible"
"moodster,15.0,343,348,Champion League,FP,NA,NONE,0,Not Eligible"
"MeadowMaker,11.0,344,349,Academy League,FP,NA,NONE,0,Not Eligible"
"Meddler,12.5,345,350,Academy League,FP,NA,NONE,0,Not Eligible"
"Meerkat!,11.5,346,351,Academy League,FP,NA,NONE,0,Not Eligible"
"MHKNZ,11.5,347,352,Academy League,FP,NA,NONE,0,Not Eligible"
"astrologuy,17.5,348,353,Master League,FP,NA,NONE,0,Not Eligible"
"Mike MMI,16.0,349,354,Master League,FP,NA,NONE,0,Not Eligible"
"MikeIsMyIke,16.0,350,355,Master League,Shadow,NA,PLAYERA,0,Not Eligible"
"Miller_Ball_22,13.5,351,356,Champion League,FP,NA,NONE,0,Not Eligible"
"Minamacky,19.0,352,357,Premier League,FP,NA,NONE,0,Not Eligible"
"mitchurugi,14.0,353,358,Champion League,FP,NA,NONE,0,Not Eligible"
"Mixsta.,18.5,354,359,Premier League,Bears,NA,PLAYERA,0,Not Eligible"
"monotonejones,16.5,355,360,Master League,FP,NA,NONE,0,Not Eligible"
"MonsterJamers,13.0,356,361,Champion League,Tyrants,NA,PLAYERF,0,Not Eligible"
"Mooltipass,11.0,357,362,Academy League,FP,NA,NONE,0,Not Eligible"
"Moosey.,16.0,358,363,Master League,FP,NA,NONE,0,Not Eligible"
"Mople,15.0,359,364,Champion League,FP,NA,NONE,0,Not Eligible"
"Moseidon,11.0,360,365,Academy League,FP,NA,NONE,0,Not Eligible"
"MouseRat,11.0,361,366,Academy League,FP,NA,NONE,0,Not Eligible"
"Mr T,14.0,362,367,Champion League,FP,NA,NONE,0,Not Eligible"
"MrFranceypantz,11.0,363,368,Academy League,Elite,Captain,PLAYERB,0,Not Eligible"
"MrEbag,10.5,364,369,Academy League,Spartans,NA,PLAYERF,0,Not Eligible"
"mitchell.,14.5,365,370,Champion League,FP,NA,NONE,0,Not Eligible"
"knitt,20.0,366,371,Premier League,FP,NA,NONE,0,Not Eligible"
"MtnDrewski,12.5,367,372,Academy League,FP,NA,NONE,0,Not Eligible"
"musclemagic,11.5,368,373,Academy League,FP,NA,NONE,0,Not Eligible"
"MysticGX,14.0,369,374,Champion League,FP,NA,NONE,0,Not Eligible"
"Mythonian,14.0,370,375,Champion League,FP,NA,NONE,0,Not Eligible"
"Myzair,13.5,371,376,Champion League,Blizzard,NA,PLAYERD,0,Not Eligible"
"neidlint,10.5,372,377,Academy League,FP,NA,NONE,0,Not Eligible"
"niallgbc,10.5,373,378,Academy League,FP,NA,NONE,0,Not Eligible"
"The Postman,11.5,374,380,Academy League,Dodgers,NA,PLAYERC,20,Not Eligible"
"noodle beard,11.0,375,381,Academy League,FP,NA,NONE,0,Not Eligible"
"Not Juice,19.0,376,382,Premier League,FP,NA,NONE,0,Not Eligible"
"NotHenry,12.5,377,383,Academy League,FP,NA,NONE,0,Not Eligible"
"notmike,12.0,378,384,Academy League,FP,NA,NONE,0,Not Eligible"
"NovaCainRL,15.5,379,385,Master League,FP,NA,NONE,0,Not Eligible"
"Nytro,15.5,380,386,Master League,FP,NA,NONE,0,Not Eligible"
"Myst,14.5,381,387,Champion League,FP,NA,NONE,0,Not Eligible"
"O.G.S.R.,15.5,382,388,Master League,FP,NA,NONE,0,Not Eligible"
"Obfu,11.0,383,389,Academy League,Rhinos,NA,PLAYERA,0,Not Eligible"
"Obsidian_Bear,10.5,384,390,Academy League,Eclipse,Captain,PLAYERC,0,Not Eligible"
"Rageburner,16.5,385,391,Master League,FP,NA,NONE,0,Not Eligible"
"OGkrish,17.0,386,392,Master League,FP,NA,NONE,0,Not Eligible"
"VibeZilla,13.5,387,393,Champion League,FP,NA,NONE,0,Not Eligible"
"OMB,11.5,388,394,Academy League,FP,NA,NONE,0,Not Eligible"
"Omega,14.5,389,395,Champion League,FP,NA,NONE,0,Not Eligible"
"Omnikron,12.0,390,396,Academy League,FP,NA,NONE,0,Not Eligible"
"Ondo,8.0,391,397,Foundation League,Dodgers,NA,PLAYERB,5,Not Eligible"
"Oni,18.5,392,398,Premier League,FP,NA,NONE,0,Not Eligible"
"oogga,19.5,393,399,Premier League,FP,NA,NONE,0,Not Eligible"
"Other Ninja,16.0,394,400,Master League,FP,NA,NONE,0,Not Eligible"
"OwnerOfTheWhiteSedan,14.0,395,401,Champion League,Dodgers,General Manager,PLAYERC,0,Not Eligible"
"Pancakes,11.5,396,402,Academy League,FP,NA,NONE,0,Not Eligible"
"Panda,13.0,397,403,Champion League,FP,NA,NONE,0,Not Eligible"
"Pander,13.5,398,404,Champion League,Knights,NA,PLAYERF,0,Not Eligible"
"Papi,11.5,399,405,Academy League,FP,NA,NONE,0,Not Eligible"
"ParkerK,9.5,400,406,Foundation League,FP,NA,NONE,0,Not Eligible"
"Peabs,18.0,401,407,Premier League,FP,NA,NONE,0,Not Eligible"
"Petey,14.0,402,408,Champion League,FA,NA,NONE,0,Not Eligible"
"Peyton,15.5,403,409,Master League,Demolition,Assistant General Manager,PLAYERA,0,Not Eligible"
"Peytoneli,19.0,404,410,Premier League,FP,NA,NONE,0,Not Eligible"
"Phi Sig,11.0,405,411,Academy League,Eclipse,NA,PLAYERA,0,Not Eligible"
"Phyrexius,14.5,406,412,Champion League,FP,NA,NONE,0,Not Eligible"
"Pirhomega,13.0,407,413,Champion League,FP,NA,NONE,0,Not Eligible"
"Pizza Sauce,15.0,408,414,Champion League,FP,NA,NONE,0,Not Eligible"
"Pletheros,19.5,409,415,Premier League,FP,NA,NONE,0,Not Eligible"
"Plumato,17.5,410,416,Master League,FP,NA,NONE,0,Not Eligible"
"Pocket,15.5,412,418,Master League,FP,NA,NONE,0,Not Eligible"
"PoorlyBuiltTaco,11.0,413,419,Academy League,FP,NA,PLAYERA,0,Not Eligible"
"Pops,20.0,414,420,Premier League,FP,NA,NONE,0,Not Eligible"
"Potts,13.0,415,421,Champion League,FP,NA,NONE,0,Not Eligible"
"PastorYari,14.5,416,422,Champion League,FP,NA,NONE,0,Not Eligible"
"Primed,10.5,417,423,Academy League,Pend,NA,NONE,0,Not Eligible"
"Prophet,9.0,418,424,Foundation League,FP,NA,NONE,0,Not Eligible"
"Prosperity2K,18.0,419,425,Premier League,Shadow,NA,NONE,0,Not Eligible"
"PuffTheDargon,13.0,420,426,Champion League,FP,NA,NONE,0,Not Eligible"
"Pupper,13.0,421,427,Champion League,FP,NA,NONE,0,Not Eligible"
"Pwmb,7.0,422,428,Foundation League,FP,NA,NONE,0,Not Eligible"
"pwnuspoints,15.5,423,429,Master League,FP,NA,NONE,0,Not Eligible"
"quinestupapa,11.5,424,430,Academy League,FP,NA,NONE,0,Not Eligible"
"Rage,11.0,425,431,Academy League,FP,NA,NONE,0,Not Eligible"
"Cain, Agent of Chaos,18.5,426,432,Premier League,Pend,NA,NONE,0,Not Eligible"
"Rama,15.5,427,433,Master League,FP,NA,NONE,0,Not Eligible"
"Ramonr209,15.5,428,434,Master League,FP,NA,NONE,0,Not Eligible"
"RapidChampion,12.5,429,435,Academy League,FP,NA,NONE,0,Not Eligible"
"raspberries,15.5,430,436,Master League,Sharks,NA,PLAYERC,0,Not Eligible"
"Razzmiik,12.0,431,437,Academy League,FP,NA,NONE,0,Not Eligible"
"R E D,19.5,432,438,Premier League,Rhinos,Franchise Manager,PLAYERA,0,Not Eligible"
"UCRedLine,18.5,433,439,Premier League,FP,NA,NONE,0,Not Eligible"
"Redbirds,12.0,434,440,Academy League,FP,NA,NONE,0,Not Eligible"
"Redline,12.0,435,441,Academy League,FP,NA,NONE,0,Not Eligible"
"Rednyte,11.0,436,442,Academy League,FP,NA,NONE,0,Not Eligible"
"Rwb,13.0,437,443,Champion League,FP,NA,NONE,0,Not Eligible"
"Reek,11.5,438,444,Academy League,FP,NA,NONE,0,Not Eligible"
"Reign,6.5,439,445,Foundation League,FP,NA,NONE,0,Not Eligible"
"RelicWarrior,7.0,440,446,Foundation League,FP,NA,NONE,0,Not Eligible"
"RetroDevil,11.5,441,447,Academy League,FP,NA,NONE,0,Not Eligible"
"Reverse Fridge,18.5,442,448,Premier League,FP,NA,NONE,0,Not Eligible"
"Revolving,11.0,443,449,Academy League,FP,NA,NONE,0,Not Eligible"
"Richyy,8.0,444,450,Foundation League,FP,NA,NONE,0,Not Eligible"
"Ricky,15.5,445,451,Master League,FP,NA,NONE,0,Not Eligible"
"RiShu,14.0,446,452,Champion League,FP,NA,NONE,0,Not Eligible"
"Riyo,13.0,447,453,Champion League,FP,NA,NONE,0,Not Eligible"
"Riz,15.5,448,454,Master League,FP,NA,NONE,0,Not Eligible"
"Rxbbr,14.0,449,455,Champion League,FP,NA,NONE,0,Not Eligible"
"rojojo,17.0,450,456,Master League,Aviators,NA,PLAYERC,0,Not Eligible"
"Rook,17.5,451,457,Master League,FP,NA,NONE,0,Not Eligible"
"Candace,15.0,452,458,Champion League,FP,NA,NONE,0,Not Eligible"
"rsayers,11.5,453,459,Academy League,FP,NA,NONE,0,Not Eligible"
"rudy,13.5,454,460,Champion League,FP,NA,NONE,0,Not Eligible"
"Rush,11.5,455,461,Academy League,FP,NA,NONE,0,Not Eligible"
"Rushy,19.0,456,462,Premier League,FP,NA,NONE,0,Not Eligible"
"RyanMTR,17.0,457,463,Master League,FP,NA,NONE,0,Not Eligible"
"Kora,13.5,458,464,Champion League,FP,NA,NONE,0,Not Eligible"
"Sadomi,16.0,459,465,Master League,FP,NA,NONE,0,Not Eligible"
"Sammy,14.5,460,466,Champion League,FP,NA,NONE,0,Not Eligible"
"Sandpaper,9.0,461,467,Foundation League,FP,NA,NONE,0,Not Eligible"
"Sangy,14.0,462,468,Champion League,FP,NA,NONE,0,Not Eligible"
"Satsz,20.0,463,469,Premier League,FP,NA,NONE,0,Not Eligible"
"Saucey,19.0,464,470,Premier League,FP,NA,NONE,0,Not Eligible"
"Saucy.,20.0,465,471,Premier League,FP,NA,NONE,0,Not Eligible"
"SCarton,10.0,466,472,Foundation League,FP,NA,NONE,0,Not Eligible"
"SchellRL,12.5,467,473,Academy League,FP,NA,NONE,0,Not Eligible"
"Schult,13.5,468,474,Champion League,FP,NA,NONE,0,Not Eligible"
"Sci_Frye,14.5,469,475,Champion League,FP,NA,NONE,0,Not Eligible"
"Scipio,11.0,470,476,Academy League,FP,NA,NONE,0,Not Eligible"
"Scoobert Doobert,14.5,471,477,Champion League,FP,NA,NONE,0,Not Eligible"
"Script,17.0,472,478,Master League,Tyrants,Captain,PLAYERA,0,Not Eligible"
"ScRubbzy62,13.0,473,479,Champion League,FP,NA,NONE,0,Not Eligible"
"ScruffyLobo,5.0,474,480,Foundation League,Comets,NA,PLAYERF,0,Not Eligible"
"Sealclap,13.5,475,481,Champion League,FP,NA,NONE,0,Not Eligible"
"Wockit Kah,19.0,476,482,Premier League,FP,NA,NONE,0,Not Eligible"
"SergeantBBQ,15.5,477,483,Master League,FP,NA,NONE,0,Not Eligible"
"Seven,19.5,478,484,Premier League,FP,NA,NONE,0,Not Eligible"
"Sevenspades,10.5,479,485,Academy League,FP,NA,NONE,0,Not Eligible"
"sevvi,18.0,480,486,Premier League,FP,NA,NONE,0,Not Eligible"
"sgtmc50cal,14.5,481,487,Champion League,FP,NA,NONE,0,Not Eligible"
"shad,12.5,482,488,Academy League,FP,NA,NONE,0,Not Eligible"
"Shadow,17.0,483,489,Master League,Sabres,NA,PLAYERD,0,Not Eligible"
"Shay,12.5,484,490,Academy League,FP,NA,PLAYERD,0,Not Eligible"
"Shr3d,12.5,485,491,Academy League,FP,NA,NONE,0,Not Eligible"
"ShuaIRL,10.0,486,492,Foundation League,FP,NA,NONE,0,Not Eligible"
"shnozz,13.5,487,493,Champion League,FP,NA,PLAYERG,0,Not Eligible"
"SilentDrill,8.0,488,494,Foundation League,FP,NA,NONE,0,Not Eligible"
"sillybunny,14.5,489,495,Champion League,FP,NA,NONE,0,Not Eligible"
"Sinble,12.0,490,496,Academy League,FP,NA,NONE,0,Not Eligible"
"SINdalu,14.0,491,497,Champion League,FP,NA,NONE,0,Not Eligible"
"Sinnicole,19.5,492,498,Premier League,FP,NA,NONE,0,Not Eligible"
"SirGamble,15.5,493,500,Master League,FP,NA,NONE,0,Not Eligible"
"SirKitboard,13.0,494,501,Champion League,FP,NA,NONE,0,Not Eligible"
"Skee,8.5,495,502,Foundation League,FP,NA,NONE,0,Not Eligible"
"SlimmSkippii,12.5,496,503,Academy League,FP,NA,NONE,0,Not Eligible"
"Skully,9.5,497,504,Foundation League,FP,NA,NONE,0,Not Eligible"
"Slay3r,15.5,498,505,Master League,FP,NA,NONE,0,Not Eligible"
"Captain Marlin,11.5,499,506,Academy League,FP,NA,NONE,0,Not Eligible"
"Sleegi,12.5,500,507,Academy League,Pend,NA,NONE,0,Not Eligible"
"Sleepless,13.0,501,508,Champion League,FP,NA,NONE,0,Not Eligible"
"Slink,8.0,502,509,Foundation League,FP,NA,NONE,0,Not Eligible"
"Slipackeil,12.5,503,510,Academy League,FP,NA,NONE,0,Not Eligible"
"Smilez,17.0,504,511,Premier League,FP,NA,NONE,0,Not Eligible"
"Smrf,18.0,505,512,Premier League,FP,NA,NONE,0,Not Eligible"
"snip,19.5,506,513,Premier League,FP,NA,NONE,0,Not Eligible"
"Snowyfeather,14.0,507,514,Champion League,FP,NA,NONE,0,Not Eligible"
"SoaringEagle_9,10.5,508,515,Academy League,FP,NA,NONE,0,Not Eligible"
"Sobes,11.0,509,516,Academy League,FP,NA,NONE,0,Not Eligible"
"Sough,14.0,510,517,Champion League,FP,NA,NONE,0,Not Eligible"
"Soul,14.5,511,518,Champion League,FP,NA,NONE,0,Not Eligible"
"Sparcnova,16.5,512,519,Master League,Puffins,NA,PLAYERH,5,Not Eligible"
"Spindlez,8.0,513,520,Foundation League,FP,NA,NONE,0,Not Eligible"
"Spirit,10.5,514,521,Academy League,Express,NA,PLAYERD,0,Not Eligible"
"Spork,14.0,515,522,Champion League,FP,NA,NONE,0,Not Eligible"
"Springer,11.5,516,523,Academy League,FP,NA,PLAYERE,0,Not Eligible"
"Squando,10.5,517,524,Academy League,FP,NA,NONE,0,Not Eligible"
"SSS,14.0,518,525,Champion League,FP,NA,NONE,0,Not Eligible"
"Staas,14.5,519,526,Champion League,FP,NA,PLAYERC,0,Not Eligible"
"Stache201,10.5,520,527,Academy League,FP,NA,NONE,0,Not Eligible"
"StarFax,16.5,521,528,Master League,FP,NA,NONE,0,Not Eligible"
"stevo,11.5,522,529,Academy League,FP,NA,NONE,0,Not Eligible"
"StinkyW1zard,6.0,523,530,Foundation League,FP,NA,NONE,0,Not Eligible"
"BigBadDaddyBrad,14.5,524,531,Champion League,FP,NA,NONE,0,Not Eligible"
"Stokes,11.5,525,532,Academy League,FP,NA,NONE,0,Not Eligible"
"stoofy,14.0,526,533,Champion League,Comets,General Manager,NONE,0,Not Eligible"
"Stovvadz,16.5,527,534,Master League,FP,NA,NONE,0,Not Eligible"
"Super,11.5,528,535,Academy League,FP,NA,NONE,0,Not Eligible"
"Superflame,11.5,529,536,Academy League,FP,NA,NONE,0,Not Eligible"
"Swishers,10.5,530,537,Academy League,FP,NA,NONE,0,Not Eligible"
"synthex,19.0,531,538,Premier League,FP,NA,NONE,0,Not Eligible"
"Sypower,12.0,532,539,Academy League,FP,NA,NONE,0,Not Eligible"
"Taelo,19.0,533,540,Premier League,Shadow,NA,PLAYERB,90,12 Dec 2025"
"Taels,13.0,534,541,Champion League,FP,NA,NONE,0,Not Eligible"
"Tag,15.5,535,542,Master League,FP,NA,NONE,0,Not Eligible"
"Tagmata,19.0,536,543,Premier League,FP,NA,NONE,0,Not Eligible"
"Taka,17.0,537,544,Premier League,FP,NA,NONE,0,Not Eligible"
"Bernard Binnington,19.5,538,545,Premier League,FP,NA,NONE,0,Not Eligible"
"TallestDan,12.5,539,546,Academy League,FP,NA,NONE,0,Not Eligible"
"Tascam,13.5,540,547,Champion League,FP,NA,NONE,0,Not Eligible"
"Tater,20.0,541,548,Premier League,FP,NA,NONE,0,Not Eligible"
"Taterbott,13.0,542,549,Champion League,FP,NA,PLAYERH,0,Not Eligible"
"TaZe xZombies,10.5,543,550,Academy League,FP,NA,NONE,0,Not Eligible"
"TeaBoneJones,11.0,544,551,Academy League,FP,NA,NONE,0,Not Eligible"
"tehblister,14.5,545,552,Champion League,FP,NA,NONE,0,Not Eligible"
"Tempeszt,10.0,546,553,Foundation League,FP,NA,NONE,0,Not Eligible"
"Gwawity,20.0,547,554,Premier League,FP,NA,NONE,0,Not Eligible"
"Tevn,12.0,548,555,Academy League,FP,NA,NONE,0,Not Eligible"
"Texas21Ace,10.0,549,556,Foundation League,FP,NA,NONE,0,Not Eligible"
"The Big C,11.5,550,557,Academy League,Pend,NA,NONE,0,Not Eligible"
"BeyondTeddie,9.5,551,558,Foundation League,FP,NA,NONE,0,Not Eligible"
"The Law,14.5,552,559,Champion League,FP,NA,NONE,0,Not Eligible"
"AxPancake,13.5,553,560,Champion League,FP,NA,NONE,0,Not Eligible"
"Street,11.5,554,561,Academy League,FP,NA,NONE,0,Not Eligible"
"The_Victator_19,8.0,555,562,Foundation League,FP,NA,NONE,0,Not Eligible"
"Blaster_RL,19.0,556,563,Premier League,Pend,NA,NONE,0,Not Eligible"
"Theevilisback,13.5,557,564,Champion League,Outlaws,Franchise Manager,PLAYERA,0,Not Eligible"
"TheGamingBear,7.0,558,565,Foundation League,FP,NA,NONE,0,Not Eligible"
"TheHamburglar,10.5,559,566,Academy League,FP,NA,NONE,0,Not Eligible"
"TheLegend27,12.5,560,567,Academy League,FP,NA,NONE,0,Not Eligible"
"TheLouzer,10.5,561,568,Academy League,Jets,NA,PLAYERB,0,Not Eligible"
"TheMagnelephant,14.5,562,569,Champion League,FP,NA,NONE,0,Not Eligible"
"TheOnlyBirdy,10.5,563,570,Academy League,FP,NA,NONE,0,Not Eligible"
"maok,12.0,564,571,Academy League,FP,NA,NONE,0,Not Eligible"
"ThrashHawk,14.0,565,572,Champion League,FP,NA,NONE,0,Not Eligible"
"thumbthief,14.5,566,573,Champion League,FP,NA,NONE,0,Not Eligible"
"Thundah,19.5,567,574,Premier League,FP,NA,NONE,0,Not Eligible"
"Levi,17.0,568,575,Master League,Rhinos,NA,PLAYERB,0,Not Eligible"
"Thunderbug,15.0,569,576,Champion League,Comets,Franchise Manager,NONE,0,Not Eligible"
"Tiberius,10.0,570,577,Foundation League,FP,NA,NONE,0,Not Eligible"
"Timor Aqua,10.5,571,578,Academy League,FP,NA,NONE,0,Not Eligible"
"tnory,14.0,572,579,Champion League,FP,NA,NONE,0,Not Eligible"
"Tomez,11.0,573,580,Academy League,FP,NA,NONE,0,Not Eligible"
"Toonifisch,15.5,574,581,Master League,FP,NA,NONE,0,Not Eligible"
"TopHatHero,11.0,575,582,Academy League,FP,NA,NONE,0,Not Eligible"
"TosCrazy,14.0,576,583,Champion League,Lightning,NA,PLAYERH,0,Not Eligible"
"TourneyEarnie,11.5,577,584,Academy League,FP,NA,NONE,0,Not Eligible"
"toy.ninja,8.0,578,585,Foundation League,FP,NA,NONE,0,Not Eligible"
"Trashvan,18.5,579,586,Premier League,Knights,NA,PLAYERF,0,Not Eligible"
"Trent,16.5,580,587,Master League,FP,NA,NONE,0,Not Eligible"
"trg30809,11.0,581,588,Academy League,FP,NA,NONE,0,Not Eligible"
"Troubadour,13.0,582,589,Champion League,FP,NA,NONE,0,Not Eligible"
"TruSolja,14.0,583,590,Champion League,FA,NA,NONE,0,Not Eligible"
"TSR,13.5,584,591,Champion League,Pend,NA,NONE,0,Not Eligible"
"Tunloink,18.5,585,592,Premier League,Express,NA,PLAYERE,15,Not Eligible"
"Tuxedo Marx,13.0,586,593,Champion League,FP,NA,NONE,0,Not Eligible"
"Twigler,14.5,587,594,Champion League,FP,NA,NONE,0,Not Eligible"
"Ty (Arcus),14.0,588,595,Champion League,FP,NA,NONE,0,Not Eligible"
"Skye,13.0,589,596,Champion League,Demolition,Assistant General Manager,NONE,0,Not Eligible"
"Typhon,16.0,590,597,Master League,FP,NA,NONE,0,Not Eligible"
"TyTy,18.0,591,598,Premier League,Jets,NA,PLAYERE,0,Not Eligible"
"uh steve,14.0,592,599,Champion League,Rhinos,NA,PLAYERC,0,Not Eligible"
"Unborn,17.0,593,600,Premier League,FP,NA,NONE,0,Not Eligible"
"UnearthlyLegend,18.0,594,601,Premier League,FP,NA,NONE,0,Not Eligible"
"Unforgiven,14.5,595,602,Champion League,FP,NA,NONE,0,Not Eligible"
"UnwantedKi11erX,14.5,596,603,Champion League,FP,NA,NONE,0,Not Eligible"
"Uorodin,18.5,597,604,Premier League,FP,NA,NONE,0,Not Eligible"
"miko,16.0,598,605,Master League,FP,NA,NONE,0,Not Eligible"
"UrbaN_,12.5,599,606,Academy League,FP,NA,NONE,0,Not Eligible"
"Vandy,16.5,600,607,Master League,FP,NA,NONE,0,Not Eligible"
"Vanerac,12.5,601,608,Academy League,FP,NA,NONE,0,Not Eligible"
"veets,15.5,602,609,Master League,FP,NA,NONE,0,Not Eligible"
"Velero,14.0,603,610,Champion League,FP,NA,NONE,0,Not Eligible"
"Venyu,12.5,604,611,Academy League,FP,NA,NONE,0,Not Eligible"
"Verics,11.5,605,612,Academy League,FP,NA,NONE,0,Not Eligible"
"Versy,7.5,606,613,Foundation League,FP,NA,NONE,0,Not Eligible"
"Viper,13.5,607,614,Champion League,FP,NA,NONE,0,Not Eligible"
"Virt,15.5,608,615,Master League,FP,NA,NONE,0,Not Eligible"
"VisionaryOne,15.5,609,616,Master League,FP,NA,NONE,0,Not Eligible"
"vitali.,20.0,610,617,Premier League,FP,NA,NONE,0,Not Eligible"
"Vito,9.0,611,618,Foundation League,FP,NA,NONE,0,Not Eligible"
"Void.,14.5,612,619,Champion League,FP,NA,NONE,0,Not Eligible"
"Vozki,14.5,613,620,Champion League,FP,NA,NONE,0,Not Eligible"
"Vu Ma,14.0,614,621,Champion League,FP,NA,NONE,0,Not Eligible"
"ElWaffleGrande,12.0,615,622,Academy League,FP,NA,NONE,0,Not Eligible"
"Waffles,11.0,616,623,Academy League,FP,NA,NONE,0,Not Eligible"
"Sentri,13.5,617,624,Champion League,FP,NA,NONE,0,Not Eligible"
"Water,16.0,618,625,Master League,Sharks,Assistant General Manager,PLAYERB,0,Not Eligible"
"Ls,19.5,619,626,Premier League,FP,NA,NONE,0,Not Eligible"
"Whiffles,16.0,620,627,Master League,Shadow,NA,PLAYERE,0,Not Eligible"
"Will,14.0,621,628,Champion League,FP,NA,NONE,0,Not Eligible"
"WolfAlone,15.5,622,629,Master League,Lightning,NA,PLAYERB,0,Not Eligible"
"Wray,13.5,623,630,Champion League,Shadow,Franchise Manager,PLAYERB,10,Not Eligible"
"Wubby,16.0,624,631,Master League,FP,NA,NONE,0,Not Eligible"
"Wybz,15.5,625,632,Master League,FP,NA,NONE,0,Not Eligible"
"Wyyzard,16.0,626,633,Master League,FP,NA,NONE,0,Not Eligible"
"Xequter001,16.5,627,634,Master League,FP,NA,NONE,0,Not Eligible"
"kcaz_modo,14.5,628,635,Champion League,FP,NA,NONE,0,Not Eligible"
"Xivilai47,14.0,629,636,Champion League,FP,NA,NONE,0,Not Eligible"
"Xtarasenko91x,12.0,630,637,Academy League,FP,NA,NONE,0,Not Eligible"
"XtratoS,14.5,631,638,Champion League,FP,NA,NONE,0,Not Eligible"
"xTRIGGERx3,11.5,632,639,Academy League,FP,NA,NONE,0,Not Eligible"
"XxREAPx,8.5,633,640,Foundation League,FP,NA,NONE,0,Not Eligible"
"Y-Low,17.0,634,641,Master League,FP,NA,NONE,0,Not Eligible"
"Yeet,15.5,635,642,Master League,FP,NA,NONE,0,Not Eligible"
"Yogi,8.5,636,643,Foundation League,FP,NA,NONE,0,Not Eligible"
"YoMinCatso,9.0,637,644,Foundation League,FP,NA,NONE,0,Not Eligible"
"Gogurt,14.5,638,645,Champion League,Express,Assistant General Manager,NONE,0,Not Eligible"
"Z3R0,16.5,639,646,Master League,FP,NA,NONE,0,Not Eligible"
"Zack,19.5,640,647,Premier League,Bears,Franchise Manager,NONE,5,Not Eligible"
"ZAdams,10.0,641,648,Foundation League,FP,NA,NONE,0,Not Eligible"
"Zair,16.5,642,649,Master League,Spartans,Captain,PLAYERC,0,Not Eligible"
"Zar235,12.5,643,650,Academy League,FP,NA,NONE,0,Not Eligible"
"ZavaZ86,17.0,644,651,Premier League,FP,NA,NONE,0,Not Eligible"
"Zayo,18.0,645,652,Premier League,FP,NA,NONE,0,Not Eligible"
"Zeakz,12.0,646,653,Academy League,Pend,NA,NONE,0,Not Eligible"
"ZeeBee,12.0,647,654,Academy League,FP,NA,NONE,0,Not Eligible"
"Zeus,13.5,648,655,Champion League,FP,NA,NONE,0,Not Eligible"
"FLaMEz,14.0,649,656,Champion League,FP,NA,NONE,0,Not Eligible"
"Zipper,9.5,650,657,Foundation League,FP,NA,NONE,0,Not Eligible"
"Zona,13.5,651,658,Champion League,FP,NA,NONE,0,Not Eligible"
"Zybax,10.5,652,659,Academy League,FP,NA,NONE,0,Not Eligible"
"Zyber,15.5,653,660,Master League,FP,NA,NONE,0,Not Eligible"
"ZyNc,12.5,654,661,Academy League,FP,NA,NONE,0,Not Eligible"
"Zyta,16.0,655,662,Master League,Demolition,Captain,PLAYERB,0,Not Eligible"
"Adrenaline,12.5,656,663,Academy League,FP,NA,NONE,0,Not Eligible"
"Flyin_Dutch_Oven,11.5,657,664,Academy League,FP,NA,NONE,0,Not Eligible"
"IMichael,14.5,658,666,Champion League,FP,NA,NONE,0,Not Eligible"
"HongKongPhooey,10.5,659,667,Academy League,FP,NA,NONE,0,Not Eligible"
"Slappy O's,13.5,660,668,Champion League,FP,NA,NONE,0,Not Eligible"
"Pr0phete,14.5,661,669,Champion League,FP,NA,NONE,0,Not Eligible"
"UnlimitedDucks,11.0,662,670,Academy League,FP,NA,NONE,0,Not Eligible"
"Abyaa,9.5,663,671,Foundation League,FP,NA,NONE,0,Not Eligible"
"Eazuu,12.0,664,672,Academy League,FP,NA,NONE,0,Not Eligible"
"K03,11.0,665,673,Academy League,FP,NA,NONE,0,Not Eligible"
"Hyena,7.5,667,675,Foundation League,FP,NA,NONE,0,Not Eligible"
"Jackal,10.5,668,676,Academy League,FP,NA,NONE,0,Not Eligible"
"InstaBens,8.0,669,677,Foundation League,FP,NA,NONE,0,Not Eligible"
"MonsterArcher,14.0,670,678,Champion League,FP,NA,NONE,0,Not Eligible"
"Lex,16.0,671,679,Master League,FP,NA,NONE,0,Not Eligible"
"W/\\/E,19.5,672,680,Premier League,FP,NA,NONE,0,Not Eligible"
"Hopper,18.5,673,681,Premier League,FP,NA,NONE,0,Not Eligible"
"MattRochie,19.5,674,682,Premier League,FP,NA,NONE,0,Not Eligible"
"Isaac,12.5,675,683,Academy League,FP,NA,NONE,0,Not Eligible"
"Summus,15.5,676,684,Master League,FP,NA,NONE,0,Not Eligible"
"Exorids,14.0,677,685,Champion League,Pend,NA,NONE,0,Not Eligible"
"Shade,17.5,678,686,Master League,FP,NA,NONE,0,Not Eligible"
"9ohm,16.0,679,687,Master League,FP,NA,NONE,0,Not Eligible"
"Americas F1nest,13.5,680,688,Champion League,Foxes,Assistant General Manager,NONE,5,Not Eligible"
