"name,salary,sprocket_player_id,member_id,skill_group,franchise,Franchise Staff Position,slot,current_scrim_points,Eligible Until"
"JelllyDragon,12.0,3199,3258,Academy League,FP,NA,NONE,0,Not Eligible"
"Le_Frijole,18.5,3200,3259,Premier League,FP,NA,NONE,0,Not Eligible"
"shep.,14.5,3201,3260,Champion League,FP,NA,NONE,0,Not Eligible"
"Moto,16.5,3202,3261,Master League,Sabres,NA,PLAYERC,0,Not Eligible"
"Pieman_RL,11.5,3203,3262,Academy League,Spartans,Assistant General Manager,PLAYERA,0,Not Eligible"
"Peanut,12.0,3204,3263,Academy League,FP,NA,NONE,0,Not Eligible"
"zoqxt,14.5,3205,3264,Champion League,FP,NA,NONE,0,Not Eligible"
"BinBoiz,12.5,3206,3265,Academy League,Spartans,NA,PLAYERC,0,Not Eligible"
"Aber,12.0,3207,3266,Academy League,FP,NA,NONE,0,Not Eligible"
"Jelly,13.5,3208,3267,Champion League,Hive,Assistant General Manager,NONE,0,Not Eligible"
"Grin,14.0,3209,3268,Champion League,FP,NA,PLAYERC,0,Not Eligible"
"Nexity,19.5,3210,3269,Premier League,FP,NA,NONE,0,Not Eligible"
"tylerbobs,13.0,3211,3270,Champion League,FA,NA,NONE,0,Not Eligible"
"HardPoint,18.0,3212,3271,Premier League,Pend,NA,NONE,0,Not Eligible"
"Shan,19.5,3213,3272,Premier League,FP,NA,NONE,0,Not Eligible"
"Jem,17.0,3214,3273,Master League,Pend,NA,NONE,0,Not Eligible"
"Iza,12.0,3215,3274,Academy League,FP,NA,NONE,0,Not Eligible"
"Oblivion,14.5,3216,3275,Champion League,FP,NA,NONE,0,Not Eligible"
"Flufffy Geezer,7.0,3217,3276,Foundation League,Pend,NA,NONE,0,Not Eligible"
"Ekko,17.0,3218,3277,Master League,FP,NA,NONE,0,Not Eligible"
"wavy navy,17.0,3219,3278,Master League,FP,NA,NONE,0,Not Eligible"
"Kaos,11.0,3220,3279,Academy League,Elite,NA,PLAYERD,0,Not Eligible"
"danbo,12.0,3221,3280,Academy League,FP,NA,NONE,0,Not Eligible"
"Soul Die Er,18.0,3222,3281,Premier League,Spartans,NA,PLAYERE,0,Not Eligible"
"Lup,19.0,3223,3282,Premier League,FP,NA,NONE,0,Not Eligible"
"Senpaiii,9.5,3224,3283,Foundation League,FP,NA,NONE,0,Not Eligible"
"willmerc1920,5.0,3225,3284,Foundation League,FP,NA,NONE,0,Not Eligible"
"MrMayhem_Nc,12.0,3226,3285,Academy League,Spectre,NA,PLAYERC,0,Not Eligible"
"AlmightyWhiff,14.0,3227,3286,Champion League,FP,NA,NONE,0,Not Eligible"
"Icepanther,17.0,3228,3287,Master League,FP,NA,NONE,0,Not Eligible"
"Synister S13,11.0,3229,3288,Academy League,FP,NA,NONE,0,Not Eligible"
"BrotherMikeMike,9.5,3230,3289,Foundation League,FP,NA,NONE,0,Not Eligible"
"YtRy_Undefeated,17.0,3231,3290,Master League,Spectre,NA,PLAYERF,0,Not Eligible"
"TheBadLoaf,10.5,3232,3291,Academy League,FP,NA,NONE,0,Not Eligible"
"HunterJ,13.5,3233,3292,Champion League,FP,NA,NONE,0,Not Eligible"
"The Sprinkler,10.5,3234,3293,Academy League,FP,NA,NONE,0,Not Eligible"
"JSteals,14.5,3235,3294,Champion League,FP,NA,NONE,0,Not Eligible"
"mystycc,13.0,3236,3295,Champion League,FP,NA,NONE,0,Not Eligible"
"The Haunted.,13.5,3237,3296,Champion League,FP,NA,NONE,0,Not Eligible"
"Curry,19.5,3238,3297,Premier League,FP,NA,NONE,0,Not Eligible"
"Darkk,11.5,3239,3298,Academy League,Eclipse,NA,PLAYERE,0,Not Eligible"
"Saptz,14.5,3240,3299,Champion League,FP,NA,NONE,0,Not Eligible"
"Andrews_217,10.0,3241,3300,Foundation League,FP,NA,NONE,0,Not Eligible"
"Aspect oF Hope,19.5,3242,3301,Premier League,FP,NA,NONE,0,Not Eligible"
"George,17.0,3243,3302,Master League,FP,NA,NONE,0,Not Eligible"
"Jackyy,16.5,3244,3303,Master League,FP,NA,NONE,0,Not Eligible"
"morgan,18.0,3245,3304,Premier League,Hurricanes,Assistant General Manager,NONE,0,Not Eligible"
"nick.,9.5,3246,3305,Foundation League,FP,NA,NONE,0,Not Eligible"
"Stone,12.0,3247,3306,Academy League,FP,NA,NONE,0,Not Eligible"
"Tshega,18.5,3248,3307,Premier League,FP,NA,PLAYERF,0,Not Eligible"
"hudson,14.5,3249,3308,Champion League,FP,NA,NONE,0,Not Eligible"
"elrobbo,10.0,3250,3309,Foundation League,Pirates,NA,PLAYERC,90,12 Dec 2025"
"Krioni,5.0,3251,3310,Foundation League,Demolition,NA,PLAYERE,20,Not Eligible"
"Benthebiggestboi,19.0,3252,3311,Premier League,FP,NA,NONE,0,Not Eligible"
"chozo,14.5,3253,3312,Champion League,FP,NA,NONE,0,Not Eligible"
"Ts_AcE,11.0,3254,3313,Academy League,FP,NA,NONE,0,Not Eligible"
"tinyhype,13.0,3255,3314,Champion League,FP,NA,NONE,0,Not Eligible"
"Flooburt,18.0,3256,3315,Premier League,FP,NA,NONE,0,Not Eligible"
"VoidKill-,13.5,3257,3316,Champion League,Wolves,NA,PLAYERG,0,Not Eligible"
"Andrueninja,14.0,3258,3317,Champion League,FP,NA,NONE,0,Not Eligible"
"NoSygnal,8.0,3259,3318,Foundation League,FP,NA,NONE,0,Not Eligible"
"DiamondRl,8.0,3260,3319,Foundation League,FP,NA,NONE,0,Not Eligible"
"Matrix RAMPAGE,16.5,3261,3320,Master League,Pirates,Assistant General Manager,NONE,0,Not Eligible"
"Josh8399,13.0,3262,3321,Champion League,FP,NA,NONE,0,Not Eligible"
"Hi_Im_Chris,14.5,3263,3322,Champion League,FP,NA,NONE,0,Not Eligible"
"Elbi,14.5,3264,3323,Champion League,FP,NA,NONE,0,Not Eligible"
"Purple,15.0,3265,3324,Champion League,FP,NA,NONE,0,Not Eligible"
"Adonai,17.0,3266,3325,Master League,FP,NA,NONE,0,Not Eligible"
"Coltskoala,5.5,3267,3326,Foundation League,Elite,Assistant General Manager,PLAYERA,0,Not Eligible"
"Grimmz,15.0,3268,3327,Champion League,FP,NA,NONE,0,Not Eligible"
"LSM,17.0,3269,3328,Master League,FP,NA,NONE,0,Not Eligible"
"glictix,14.5,3270,3329,Champion League,FP,NA,NONE,0,Not Eligible"
"Upward,10.5,3271,3330,Academy League,FP,NA,NONE,0,Not Eligible"
"SmoughBro,19.5,3272,3331,Premier League,FP,NA,NONE,0,Not Eligible"
"Cheerio,12.5,3273,3332,Academy League,FP,NA,NONE,0,Not Eligible"
"Joshie Kun,10.5,3274,3333,Academy League,FP,NA,NONE,0,Not Eligible"
"iLLuZioNz,13.0,3275,3334,Champion League,Spectre,NA,PLAYERH,0,Not Eligible"
"prxyz,14.5,3276,3335,Champion League,FP,NA,NONE,0,Not Eligible"
"Drew Smith,10.5,3277,3336,Academy League,FP,NA,NONE,0,Not Eligible"
"ultra,17.0,3278,3337,Master League,FP,NA,NONE,0,Not Eligible"
"thomaszn,19.0,3279,3338,Premier League,FP,NA,NONE,0,Not Eligible"
"Divine x Wicked,14.5,3280,3339,Champion League,FP,NA,NONE,0,Not Eligible"
"Solar Side,16.0,3281,3340,Master League,Spectre,Captain,PLAYERB,0,Not Eligible"
"Myth,12.5,3282,3341,Academy League,FP,NA,NONE,0,Not Eligible"
"Staddix,13.5,3283,3342,Champion League,Pend,NA,NONE,0,Not Eligible"
"Dangerous 4life,14.5,3284,3343,Champion League,FP,NA,NONE,0,Not Eligible"
"Marked,18.0,3285,3344,Premier League,Pend,NA,NONE,0,Not Eligible"
"Tony Provolone,17.0,3286,3345,Master League,FP,NA,NONE,0,Not Eligible"
"Commatic,14.5,3287,3346,Champion League,FP,NA,NONE,0,Not Eligible"
"Drakob,17.5,3288,3347,Master League,Pirates,NA,PLAYERD,0,Not Eligible"
"Ice Bear,14.5,3289,3348,Champion League,FP,NA,NONE,0,Not Eligible"
"Melloyello,18.0,3290,3349,Premier League,FP,NA,PLAYERD,0,Not Eligible"
"NiTe,16.0,3291,3350,Master League,FP,NA,NONE,0,Not Eligible"
"Dahminator,14.0,3292,3351,Champion League,FP,NA,NONE,0,Not Eligible"
"flying tiger,9.0,3293,3352,Foundation League,FP,NA,NONE,0,Not Eligible"
"Big Gigantic,15.0,3294,3353,Champion League,FP,NA,NONE,0,Not Eligible"
"AstroRL,17.0,3295,3354,Master League,FP,NA,NONE,0,Not Eligible"
"ItsChaseNow,17.0,3296,3355,Master League,FP,NA,NONE,0,Not Eligible"
"AzorRico,17.0,3297,3356,Master League,FP,NA,NONE,0,Not Eligible"
"CoolBags3,10.0,3298,3357,Foundation League,FP,NA,NONE,0,Not Eligible"
"Frosty,12.0,3299,3358,Academy League,FP,NA,NONE,0,Not Eligible"
"Brodysseus,16.0,3300,3359,Master League,Pandas,Assistant General Manager,PLAYERB,0,Not Eligible"
"ChimeraRL,10.0,3301,3360,Foundation League,FP,NA,NONE,0,Not Eligible"
"AsyInsanity,17.5,3302,3361,Master League,FP,NA,NONE,0,Not Eligible"
"ROCK_Sause,17.0,3303,3362,Master League,FP,NA,NONE,0,Not Eligible"
"DakkyBoi,14.0,3304,3363,Champion League,FP,NA,PLAYERC,0,Not Eligible"
"whosmix,19.0,3305,3364,Premier League,FP,NA,NONE,0,Not Eligible"
"Boatsy,12.0,3306,3365,Academy League,FP,NA,NONE,0,Not Eligible"
"Rocketlaunch,12.0,3307,3366,Academy League,FP,NA,NONE,0,Not Eligible"
"kraemesauce,9.5,3308,3367,Foundation League,FP,NA,NONE,0,Not Eligible"
"TermZ,14.5,3309,3368,Champion League,FA,NA,NONE,0,Not Eligible"
"Temporal Rhyme,10.0,3310,3369,Foundation League,FP,NA,NONE,0,Not Eligible"
"UnknownNinja,14.0,3311,3370,Champion League,FP,NA,NONE,0,Not Eligible"
"xEliteMelvin,11.0,3312,3371,Academy League,Pend,NA,NONE,0,Not Eligible"
"XxRage32xX,17.5,3313,3372,Master League,FP,NA,NONE,0,Not Eligible"
"GravitySouth,17.0,3314,3373,Master League,FP,NA,NONE,0,Not Eligible"
"Zerues,14.5,3315,3374,Champion League,FP,NA,NONE,0,Not Eligible"
"Umbra_Mort1s,11.0,3316,3375,Academy League,Flames,NA,PLAYERD,0,Not Eligible"
"Moveslikejaeger_,19.0,3317,3376,Premier League,FA,NA,PLAYERG,0,Not Eligible"
"Na1moo,17.5,3318,3377,Master League,FP,NA,NONE,0,Not Eligible"
"Sir Hex or Hex,17.0,3319,3378,Master League,FP,NA,NONE,0,Not Eligible"
"Gabe,19.0,3320,3379,Premier League,FP,NA,NONE,0,Not Eligible"
"Osh,13.5,3321,3380,Champion League,FA,NA,NONE,0,Not Eligible"
"DaMacP,9.5,3322,3381,Foundation League,FP,NA,NONE,0,Not Eligible"
"OnePopShop88,14.0,3323,3382,Champion League,Pirates,NA,PLAYERD,0,Not Eligible"
"spark,19.5,3324,3383,Premier League,FP,NA,NONE,0,Not Eligible"
"Unchude,17.0,3325,3384,Master League,FP,NA,NONE,0,Not Eligible"
"swiftOG,17.0,3326,3385,Master League,FA,NA,NONE,0,Not Eligible"
"FabledLight,14.5,3327,3386,Champion League,FP,NA,NONE,0,Not Eligible"
"pxress,15.5,3328,3387,Master League,FP,NA,NONE,0,Not Eligible"
"Yz,15.5,3329,3388,Master League,Flames,Captain,NONE,0,Not Eligible"
"ItIsWhatIs6,14.5,3330,3389,Champion League,FP,NA,NONE,0,Not Eligible"
"Giby,17.0,3331,3390,Master League,FP,NA,NONE,0,Not Eligible"
"Potatomutt,5.5,3332,3391,Foundation League,FP,NA,NONE,0,Not Eligible"
"Beemer,14.0,3333,3392,Champion League,FP,NA,NONE,0,Not Eligible"
"EL1N4T0R,11.5,3334,3393,Academy League,FP,NA,NONE,0,Not Eligible"
"Stewlacher,10.5,3335,3394,Academy League,FP,NA,NONE,0,Not Eligible"
"Maverick,10.5,3336,3395,Academy League,FP,NA,NONE,0,Not Eligible"
"Phoebe,11.0,3337,3396,Academy League,FP,NA,NONE,0,Not Eligible"
"Fern,12.0,3338,3397,Academy League,FP,NA,NONE,0,Not Eligible"
"DonEsJulio,11.0,3339,3398,Academy League,FP,NA,NONE,0,Not Eligible"
"Narutox,11.0,3340,3399,Academy League,FA,NA,NONE,5,Not Eligible"
"OrdinaryGary,11.5,3341,3400,Academy League,FP,NA,NONE,0,Not Eligible"
"xAtom.,5.5,3342,3401,Foundation League,FP,NA,NONE,0,Not Eligible"
"eurasianlynx,17.0,3343,3402,Master League,FP,NA,NONE,0,Not Eligible"
"bdrxps,14.0,3344,3403,Champion League,FP,NA,NONE,0,Not Eligible"
"Kingman,12.0,3345,3404,Academy League,FP,NA,NONE,0,Not Eligible"
"Clergy,14.5,3346,3405,Champion League,FP,NA,NONE,0,Not Eligible"
"Indigo,14.0,3347,3406,Champion League,FP,NA,NONE,0,Not Eligible"
"Bridey,11.5,3348,3407,Academy League,Aviators,NA,PLAYERE,0,Not Eligible"
"DarkSaint,11.5,3349,3408,Academy League,FP,NA,NONE,0,Not Eligible"
"Frostyfrost,7.5,3350,3409,Foundation League,FP,NA,NONE,0,Not Eligible"
"RevRL,19.5,3351,3410,Premier League,FP,NA,NONE,0,Not Eligible"
"Toblerone,12.0,3352,3411,Academy League,FP,NA,NONE,0,Not Eligible"
"Obi-Wan Snowglobie,17.0,3353,3412,Master League,FP,NA,NONE,0,Not Eligible"
"Dark Cully,11.0,3354,3413,Academy League,FP,NA,PLAYERF,0,Not Eligible"
"Bear,5.0,3355,3414,Foundation League,FP,NA,NONE,0,Not Eligible"
"Blix,15.0,3356,3415,Champion League,FP,NA,NONE,0,Not Eligible"
"PepegaHayden,17.0,3357,3416,Master League,FP,NA,NONE,0,Not Eligible"
"Terkeys,5.0,3358,3417,Foundation League,FP,NA,NONE,0,Not Eligible"
"C4,15.0,3359,3418,Champion League,FP,NA,NONE,0,Not Eligible"
"ItsAlwaysThere,12.0,3360,3419,Academy League,FP,NA,NONE,0,Not Eligible"
"RZR,11.0,3361,3420,Academy League,FP,NA,NONE,0,Not Eligible"
"Swaycos,15.5,3362,3421,Master League,FP,NA,NONE,0,Not Eligible"
"KsALLDAY,14.5,3363,3422,Champion League,FP,NA,NONE,0,Not Eligible"
"BigRonTon,15.5,3364,3423,Master League,FP,NA,PLAYERB,0,Not Eligible"
"Sorta Hefty,11.5,3365,3424,Academy League,Bears,NA,PLAYERE,0,Not Eligible"
"robtull,19.0,3366,3425,Premier League,FP,NA,NONE,0,Not Eligible"
"Tangy,15.0,3367,3426,Champion League,FP,NA,NONE,0,Not Eligible"
"RayCrusher,17.0,3368,3427,Master League,FP,NA,NONE,0,Not Eligible"
"denaki,14.5,3369,3428,Champion League,FP,NA,NONE,0,Not Eligible"
"LilBlonderebel,7.0,3370,3429,Foundation League,FP,NA,NONE,0,Not Eligible"
"Awhful,18.0,3371,3430,Premier League,FP,NA,NONE,0,Not Eligible"
"Gard,14.5,3372,3431,Champion League,FP,NA,NONE,0,Not Eligible"
"R3ktTiger,16.5,3373,3432,Master League,FP,NA,NONE,0,Not Eligible"
"LykanFox,17.0,3374,3433,Master League,FP,NA,NONE,0,Not Eligible"
"Angel,10.5,3375,3434,Academy League,FA,NA,NONE,5,Not Eligible"
"Roosty,8.5,3376,3435,Foundation League,FP,NA,NONE,0,Not Eligible"
"Camerahn,16.5,3377,3436,Master League,FP,NA,PLAYERD,0,Not Eligible"
"Bswifty,9.5,3378,3437,Foundation League,FP,NA,NONE,0,Not Eligible"
"iimNoah,13.5,3379,3438,Champion League,FP,NA,NONE,0,Not Eligible"
"cheez.,17.5,3380,3439,Master League,FP,NA,NONE,0,Not Eligible"
"GAM3R RICK,5.0,3381,3440,Foundation League,FP,NA,NONE,0,Not Eligible"
"BigRichMcCoy,12.0,3382,3441,Academy League,FP,NA,NONE,0,Not Eligible"
"Shirou,19.0,3383,3442,Premier League,Rhinos,NA,PLAYERD,0,Not Eligible"
"Acez.,16.5,3384,3443,Master League,FP,NA,NONE,0,Not Eligible"
"N0ah,15.0,3385,3444,Champion League,FP,NA,NONE,0,Not Eligible"
"ImTheJoe,14.5,3386,3445,Champion League,FP,NA,NONE,0,Not Eligible"
"Swiftty,17.5,3387,3446,Master League,FP,NA,NONE,0,Not Eligible"
"Death.US,17.5,3388,3447,Master League,Dodgers,NA,PLAYERB,0,Not Eligible"
"OG BUB,17.0,3389,3448,Master League,FP,NA,NONE,0,Not Eligible"
"Mpuror,17.0,3390,3449,Master League,FP,NA,NONE,0,Not Eligible"
"Scanti,16.0,3391,3450,Master League,Aviators,Captain,PLAYERB,10,Not Eligible"
"Krawger.,14.5,3392,3451,Champion League,FP,NA,NONE,0,Not Eligible"
"BooJoyner,17.0,3393,3452,Master League,FP,NA,NONE,0,Not Eligible"
"TetraSkies,12.0,3394,3453,Academy League,FP,NA,NONE,0,Not Eligible"
"Moxas,14.0,3395,3454,Champion League,FP,NA,NONE,0,Not Eligible"
"Egg Man,16.5,3396,3455,Master League,Knights,Assistant General Manager,PLAYERB,0,Not Eligible"
"Yukino,15.5,3397,3456,Master League,Waivers,NA,NONE,0,Not Eligible"
"Styzzi,16.0,3398,3457,Master League,FP,NA,PLAYERB,0,Not Eligible"
"RadoEagle0071,10.5,3399,3458,Academy League,FP,NA,NONE,0,Not Eligible"
"g4vg4v,9.5,3400,3459,Foundation League,FP,NA,NONE,0,Not Eligible"
"cherry,12.0,3401,3460,Academy League,FP,NA,NONE,0,Not Eligible"
"Menzies,12.0,3402,3461,Academy League,FP,NA,NONE,0,Not Eligible"
"vital,17.0,3403,3462,Master League,FP,NA,NONE,0,Not Eligible"
"Ahstrxtz,11.0,3404,3463,Academy League,FP,NA,NONE,0,Not Eligible"
"krispii,14.5,3405,3464,Champion League,FP,NA,NONE,0,Not Eligible"
"EvilGerbil,11.5,3406,3465,Academy League,FP,NA,NONE,0,Not Eligible"
"entrox_,8.5,3407,3466,Foundation League,FP,NA,NONE,0,Not Eligible"
"Kamy,16.0,3408,3467,Master League,FP,NA,PLAYERG,0,Not Eligible"
"Dynamic,10.5,3409,3468,Academy League,Spartans,NA,PLAYERE,0,Not Eligible"
"JittersWRLD,16.5,3410,3469,Master League,FP,NA,NONE,0,Not Eligible"
"Finch,17.0,3411,3470,Master League,FP,NA,NONE,0,Not Eligible"
"Tooksulli,12.0,3412,3471,Academy League,FP,NA,NONE,0,Not Eligible"
"rhodeo,14.5,3413,3472,Champion League,FP,NA,NONE,0,Not Eligible"
"Dr Jones,12.0,3414,3473,Academy League,FP,NA,NONE,0,Not Eligible"
"Soccerfan123,10.0,3415,3474,Foundation League,FP,NA,NONE,0,Not Eligible"
"Zesty,14.5,3416,3475,Champion League,FP,NA,NONE,0,Not Eligible"
"Queck.,17.5,3417,3476,Master League,FP,NA,NONE,0,Not Eligible"
"Slavic,13.5,3418,3477,Champion League,FP,NA,NONE,0,Not Eligible"
"theNumb,12.0,3419,3478,Academy League,FP,NA,NONE,0,Not Eligible"
"Jkenn,20.0,3420,3479,Premier League,FP,NA,NONE,0,Not Eligible"
"Cloudy,13.0,3421,3480,Champion League,FP,NA,PLAYERG,0,Not Eligible"
"OBSKing98,9.5,3422,3481,Foundation League,FP,NA,NONE,0,Not Eligible"
"snareguy,11.0,3423,3482,Academy League,FP,NA,NONE,0,Not Eligible"
"Flapjvck,17.0,3424,3483,Master League,FP,NA,NONE,0,Not Eligible"
"RLB1gBrain,12.0,3425,3484,Academy League,FP,NA,NONE,0,Not Eligible"
"Chickanz,20.0,3426,3485,Premier League,FP,NA,NONE,0,Not Eligible"
"Piplup,5.0,3427,3486,Foundation League,FP,NA,NONE,0,Not Eligible"
"Mac,11.5,3428,3487,Academy League,FP,NA,NONE,0,Not Eligible"
"Yak,11.5,3429,3488,Academy League,FA,NA,NONE,0,Not Eligible"
"mrcheeks,7.5,3430,3489,Foundation League,Puffins,NA,PLAYERE,5,Not Eligible"
"Fasha Red,5.0,3431,3490,Foundation League,FP,NA,NONE,0,Not Eligible"
"ChaseC,11.0,3432,3491,Academy League,FP,NA,NONE,0,Not Eligible"
".bzy,17.0,3433,3492,Master League,Tyrants,NA,PLAYERE,0,Not Eligible"
"Madi,12.0,3434,3493,Academy League,FP,NA,NONE,0,Not Eligible"
"xreems,14.0,3435,3494,Champion League,FP,NA,NONE,0,Not Eligible"
"IamDmachinee,9.5,3436,3495,Foundation League,FP,NA,NONE,0,Not Eligible"
"Morales,17.0,3437,3496,Master League,FP,NA,NONE,0,Not Eligible"
"SOYBOY,11.0,3438,3497,Academy League,FP,NA,NONE,0,Not Eligible"
"itsRyan,17.0,3439,3498,Master League,FP,NA,NONE,0,Not Eligible"
"Swervesheisty,17.0,3440,3499,Master League,FP,NA,NONE,0,Not Eligible"
"Neito,17.0,3441,3500,Master League,FP,NA,NONE,0,Not Eligible"
"Tank,11.5,3442,3501,Academy League,FP,NA,NONE,0,Not Eligible"
"Slinger,13.0,3443,3502,Champion League,FA,NA,NONE,0,Not Eligible"
"Rise,9.5,3444,3503,Foundation League,FP,NA,NONE,0,Not Eligible"
"Flonkish,11.5,3445,3504,Academy League,FP,NA,NONE,0,Not Eligible"
"bVr,12.0,3446,3505,Academy League,FP,NA,NONE,0,Not Eligible"
"Decc,13.5,3447,3506,Champion League,FP,NA,NONE,0,Not Eligible"
"Idobat,7.5,3448,3507,Foundation League,Puffins,NA,PLAYERA,0,Not Eligible"
"Sirbaiden,11.0,3449,3508,Academy League,FP,NA,NONE,0,Not Eligible"
"Jangles,9.0,3450,3509,Foundation League,FP,NA,NONE,0,Not Eligible"
"xSnipz21x,11.5,3451,3510,Academy League,Flames,General Manager,PLAYERA,0,Not Eligible"
"Frisbee,19.5,3452,3511,Premier League,FP,NA,NONE,0,Not Eligible"
"xaxa,9.5,3453,3512,Foundation League,FP,NA,NONE,0,Not Eligible"
"SideKick,12.5,3454,3513,Academy League,FP,NA,NONE,0,Not Eligible"
"Luper,14.0,3455,3514,Champion League,FP,NA,NONE,0,Not Eligible"
"imskrewed,10.0,3456,3515,Foundation League,FP,NA,NONE,0,Not Eligible"
"Pass,11.5,3457,3516,Academy League,FP,NA,NONE,0,Not Eligible"
"Statefarm,14.5,3458,3517,Champion League,FP,NA,NONE,0,Not Eligible"
"smooch,18.5,3459,3518,Premier League,Pend,NA,NONE,0,Not Eligible"
"Jaccantic,17.0,3460,3519,Master League,FP,NA,NONE,0,Not Eligible"
"Krevlow,14.0,3461,3520,Champion League,FP,NA,NONE,0,Not Eligible"
"GaryD,15.0,3462,3521,Champion League,FP,NA,NONE,0,Not Eligible"
"Partycrasher,14.0,3463,3522,Champion League,FP,NA,NONE,0,Not Eligible"
"dabomb21906,11.0,3464,3523,Academy League,FP,NA,NONE,0,Not Eligible"
"BringTheDawn,17.5,3465,3524,Master League,FP,NA,NONE,0,Not Eligible"
"Billy_2Silly,14.5,3466,3525,Champion League,FP,NA,NONE,0,Not Eligible"
"TazStrip,5.5,3467,3526,Foundation League,Wizards,Captain,PLAYERB,0,Not Eligible"
"Redux,12.0,3468,3527,Academy League,FP,NA,NONE,0,Not Eligible"
"Mistaky,12.5,3469,3528,Academy League,FP,NA,NONE,0,Not Eligible"
"ChadSaysRL,14.5,3470,3529,Champion League,FP,NA,NONE,0,Not Eligible"
"Cwal,12.0,3471,3530,Academy League,FP,NA,NONE,0,Not Eligible"
"Dakkzi,17.5,3472,3531,Master League,FP,NA,NONE,0,Not Eligible"
"stim,14.5,3473,3532,Champion League,FP,NA,NONE,0,Not Eligible"
"Ru,17.0,3474,3533,Master League,FP,NA,NONE,0,Not Eligible"
"Precision,17.5,3475,3534,Master League,Ducks,NA,PLAYERD,0,Not Eligible"
"Jaded,12.0,3476,3535,Academy League,FP,NA,NONE,0,Not Eligible"
"GhostFacedYeti,15.0,3477,3536,Champion League,FP,NA,NONE,0,Not Eligible"
"Ultimate_Ultimo,14.5,3478,3537,Champion League,FP,NA,NONE,0,Not Eligible"
"WorriedX,17.0,3479,3538,Master League,FP,NA,NONE,0,Not Eligible"
"Sundrae,12.0,3480,3539,Academy League,FP,NA,NONE,0,Not Eligible"
"jimmyG,16.5,3481,3540,Master League,FP,NA,NONE,0,Not Eligible"
"TheGoldenBeast,14.0,3482,3541,Champion League,FP,NA,NONE,0,Not Eligible"
"TofuBlitz,11.5,3483,3542,Academy League,FP,NA,NONE,0,Not Eligible"
"Zane,14.5,3484,3543,Champion League,FP,NA,NONE,0,Not Eligible"
"ImBunzBrother,13.0,3485,3544,Champion League,Spartans,Captain,PLAYERC,0,Not Eligible"
"Bogey,14.0,3486,3545,Champion League,FP,NA,NONE,0,Not Eligible"
"Scrxpz,16.5,3487,3546,Master League,FP,NA,NONE,0,Not Eligible"
"Sunrise,17.0,3488,3547,Master League,FP,NA,NONE,0,Not Eligible"
"BananaFrags,12.0,3489,3548,Academy League,FP,NA,NONE,0,Not Eligible"
"Vega,11.5,3490,3549,Academy League,FP,NA,NONE,0,Not Eligible"
"ToxicDrip,5.5,3491,3550,Foundation League,FP,NA,PLAYERF,0,Not Eligible"
"Lyvesauce,13.5,3492,3551,Champion League,Eclipse,NA,PLAYERH,0,Not Eligible"
"TexasCyclone,11.5,3493,3552,Academy League,Rhinos,Captain,PLAYERD,10,Not Eligible"
"JustPeacey,18.5,3494,3553,Premier League,Wolves,NA,PLAYERE,0,Not Eligible"
"TheLegend,10.5,3495,3554,Academy League,FP,NA,NONE,0,Not Eligible"
"Bullet,19.0,3496,3555,Premier League,Pend,NA,NONE,0,Not Eligible"
"Jacquebb,12.0,3497,3556,Academy League,FP,NA,NONE,0,Not Eligible"
"Blackout,16.0,3498,3557,Master League,FP,NA,NONE,0,Not Eligible"
"remix,19.5,3499,3558,Premier League,FP,NA,NONE,0,Not Eligible"
"Fineapple,17.0,3500,3559,Master League,FP,NA,NONE,0,Not Eligible"
"Evo,14.5,3501,3560,Champion League,FP,NA,NONE,0,Not Eligible"
"tbrock,13.5,3502,3561,Champion League,Hawks,NA,PLAYERE,0,Not Eligible"
"kuro,14.5,3503,3562,Champion League,FP,NA,NONE,0,Not Eligible"
"ThreeStrikes,15.0,3504,3563,Champion League,FP,NA,NONE,0,Not Eligible"
"Its Sunshine,10.5,3505,3564,Academy League,Pend,NA,NONE,0,Not Eligible"
"Sh3p,12.0,3506,3565,Academy League,FP,NA,NONE,0,Not Eligible"
"Saikujo,14.0,3507,3566,Champion League,FP,NA,NONE,0,Not Eligible"
"BrewKnightRyan,17.0,3508,3567,Master League,FP,NA,NONE,0,Not Eligible"
"bovi,15.0,3509,3568,Champion League,FP,NA,NONE,0,Not Eligible"
"ethan,16.0,3510,3569,Master League,FP,NA,NONE,0,Not Eligible"
"lethalbubba,13.0,3511,3570,Champion League,Pend,NA,NONE,0,Not Eligible"
"OurStevie,14.0,3512,3571,Champion League,FP,NA,NONE,0,Not Eligible"
"Le Duckz,14.5,3513,3572,Champion League,FP,NA,NONE,0,Not Eligible"
"Select Grief,15.0,3514,3573,Champion League,Wizards,NA,PLAYERB,20,Not Eligible"
"iviGhost,14.5,3515,3574,Champion League,FP,NA,NONE,0,Not Eligible"
"Flixz,16.0,3516,3575,Master League,FP,NA,NONE,0,Not Eligible"
"tooguudforu,14.0,3517,3576,Champion League,FP,NA,NONE,0,Not Eligible"
"BuckwildaBeast,12.0,3518,3577,Academy League,FP,NA,NONE,0,Not Eligible"
"KuRupT,17.5,3519,3578,Master League,FP,NA,NONE,0,Not Eligible"
"Trent_C,11.5,3520,3579,Academy League,Jets,NA,PLAYERE,10,Not Eligible"
"FaDeAcE.,16.0,3521,3580,Master League,Pirates,NA,PLAYERE,0,Not Eligible"
